Index,Name,TwoHand,Level,ItemSlot,SkillIndex,Width,Height,DamageMin,DamageMax,SuccessfulBlocking,Defense,MagicDefense,WeaponSpeed,WalkSpeed,Durability,MagicDur,MagicPower,RequireStrength,RequireDexterity,RequireEnergy,RequireVitality,RequireCharisma,RequireLevel,Value,Zen,AttType,RequireClass0,RequireClass1,RequireClass2,RequireClass3,RequireClass4,RequireClass5,RequireClass6,Resistance0,Resistance1,Resistance2,Resistance3,Resistance4,Resistance5,Resistance6,Resistance7
6260,"Seed Sphere (Lightning)",0,3,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6261,"Seed Sphere (Earth)",0,3,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6262,"Seed Sphere (Fire)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6263,"Seed Sphere (Water)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6264,"Seed Sphere (Ice)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6265,"Seed Sphere (Wind)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6266,"Seed Sphere (Lightning)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6267,"Seed Sphere (Earth)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6268,"Seed Sphere (Fire)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6269,"Seed Sphere (Water)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6270,"Seed Sphere (Ice)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6271,"Seed Sphere (Wind)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6272,"Seed Sphere (Lightning)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6273,"Seed Sphere (Earth)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6274,"Small Cape of Lord",0,1,7,0,2,2,0,0,0,15,0,0,0,200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6275,"Small Wing of Curse",0,1,7,0,3,2,0,0,0,10,0,0,0,200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6276,"Small Wings of Elf",0,1,7,0,3,2,0,0,0,10,0,0,0,200,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6277,"Small Wings of Heaven",0,1,7,0,3,2,0,0,0,10,0,0,0,200,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6278,"Small Wings of Satan",0,1,7,0,3,2,0,0,0,20,0,0,0,200,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6279,"Little Warrior's Cloak",0,1,7,0,2,2,0,0,0,15,0,0,0,200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6280,"Jewel of Life Bundle",0,72,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6281,"Jewel of Creation Bundle",0,78,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6282,"Jewel of Guardian Bundle",0,75,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6283,"Gemstone Bundle",0,25,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6284,"Jewel of Harmony Bundle",0,25,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6285,"Jewel of Chaos Bundle",0,12,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6286,"Lower Refining Stone Bundle",0,25,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6287,"Higher Refining Stone Bundle",0,25,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6656,"Guardian Angel",0,23,8,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,23,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6657,"Imp",0,28,8,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,28,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6658,"Horn of Uniria",0,25,8,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,25,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6659,"Horn of Dinorant",0,110,8,49,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,110,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6660,"Dark Horse",0,218,8,62,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6661,"Dark Raven",0,0,1,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
6663,"Contract (Summon)",0,0,255,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6664,"Ring of Ice",0,20,10,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,20,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
6665,"Ring of Poison",0,17,10,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,17,0,0,4,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
6666,"Transformation Ring",0,0,10,0,1,1,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6667,"Order (Guardian/Life Stone)",0,0,255,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6668,"Pendant of Lighting",0,21,9,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,21,0,0,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
6669,"Pendant of Fire",0,13,9,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,13,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
6670,"Loch's Feather",0,78,255,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6671,"Fruits",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6672,"Scroll of Archangel",0,0,255,0,1,2,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6673,"Blood Bone",0,0,255,0,1,2,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6674,"Invisibility Cloak",0,0,255,0,2,2,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6675,"Absolute Weapon of Archangel",0,0,255,0,1,2,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6676,"Wizards Ring",0,0,10,0,1,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6677,"Ring of Fire",0,30,10,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,30,0,0,3,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
6678,"Ring of Earth",0,38,10,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,38,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
6679,"Ring of Wind",0,44,10,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,44,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
6680,"Ring of Magic",0,47,10,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,47,0,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6681,"Pendant of Ice",0,34,9,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,34,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
6682,"Pendant of Wind",0,42,9,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,42,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
6683,"Pendant of Water",0,46,9,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,46,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
6684,"Pendant of Ability",0,50,9,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6685,"Armor of Guardsman",0,0,255,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6686,"Cape of Lord",0,180,7,0,2,3,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6687,"Spirit",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6688,"Splinter of Armor",0,0,255,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6689,"Bless of Guardian",0,0,255,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6690,"Claw of Beast",0,0,255,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6691,"Fragment of Horn",0,0,255,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6692,"Broken Horn",0,0,255,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6693,"Horn of Fenrir",0,300,8,0,2,2,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,300,0,0,0,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0
6694,"Moonstone Pendant",0,21,10,0,1,1,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,21,0,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6695,"Eilte Transfer Skeleton Ring",0,10,10,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,10,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6696,"Jack Olantern Ring",0,10,10,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,10,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6697,"Transfer Christmas Ring",0,1,10,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6698,"Ring of GM",0,0,10,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,255,255,255,255,255,255,255,0
6699,"Seal of Ascension",0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6700,"Seal of Wealth",0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6701,"Seal of Sustenance",0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6702,"Devil Square Ticket",0,0,255,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6703,"Blood Castle Ticket",0,0,255,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6704,"Kalima Ticket",0,0,255,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6705,"Old Scroll",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6706,"Illusion Sorcerer Covenant",0,0,255,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6707,"Scroll of Blood",0,0,255,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6708,"Condor Flame",0,0,255,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6709,"Condor Feather",0,0,255,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6710,"Reset Fruit Strength",0,0,255,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6711,"Reset Fruit Quickness",0,0,255,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6712,"Reset Fruit Health",0,0,255,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6713,"Reset Fruit Energy",0,0,255,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6714,"Reset Fruit Control",0,0,255,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6715,"Seal of Mobility",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6716,"Indulgence",0,0,255,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6717,"Illusion Temple Ticket",0,0,255,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6718,"Seal of Healing",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6719,"Seal of Divinity",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6720,"Demon",0,1,8,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6721,"Spirit of Guardian",0,1,8,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6722,"Invitation to Santa Village",0,0,255,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6723,"Pet Rudolf",0,28,8,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,28,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6724,"Snowman Transformation Ring",0,10,10,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,10,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6725,"Talisman of Resurrection",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6726,"Talisman of Mobility",0,0,255,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6727,"Sword/Mace/Spear",0,0,8,0,2,3,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6728,"Staff",0,0,8,0,2,3,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6729,"Bow/Crossbow",0,0,8,0,2,3,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6730,"Scepter",0,0,8,0,2,3,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6731,"Stick",0,0,8,0,2,3,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6732,"Panda Ring",0,1,10,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6736,"Pet Panda",0,1,8,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6737,"Talisman of Guardian",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6738,"Talisman of Item Protection",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6739,"Talisman of Wings of Satan",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6740,"Talisman of Wings of Heaven",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6741,"Talisman of Wings of Elf",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6742,"Talisman of Wing of Curse",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6743,"Talisman of Cape of Emperor",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6744,"Talisman of Wings of Dragon",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6745,"Talisman of Wings of Soul",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6746,"Talisman of Wings of Spirits",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6747,"Talisman of Wing of Despair",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6748,"Talisman of Wings of Darkness",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6749,"Master Seal of Ascension",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6750,"Master Seal of Wealth",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6751,"Gladiator's Honor",0,0,255,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6752,"Seal of Strength",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6759,"Party EXP Scroll",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6760,"Max AG Boost Aura",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6761,"Max SD Boost Aura",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6762,"Pet Unicorn",0,28,8,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,28,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6763,"Lethal Wizard's Ring",0,0,10,0,1,1,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6765,"Sapphire Ring",0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6766,"Ruby Ring",0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6767,"Topaz Ring",0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6768,"Amethyst Ring",0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6769,"Ruby Necklace",0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6770,"Emerald Necklace",0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6771,"Sapphire Necklace",0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6772,"Seal of Wealth",0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6773,"Minimum Vitality Potion",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6774,"Low Vitality Potion",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6775,"Medium Vitality Potion",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6776,"High Vitality Potion",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6777,"Open Access Ticket to Chaos Ca",1,25964,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6778,"Skeleton Transformation Ring",0,1,10,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6779,"Pet Skeleton",0,1,8,0,1,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6780,"Paid Channel Access Ticket",0,0,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6781,"Open Access Ticket to Doppelga",1,29285,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6782,"Open Access Ticket to Varka",0,0,255,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
6783,"Open Access Ticket to Varka Ma",1,55,255,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
